dialog_index,queries,hits,hit_rate,avg_max_sim
552,6,0,0.0,0.175553
553,6,0,0.0,0.153699
554,6,0,0.0,0.167165
555,6,0,0.0,0.2135
556,6,0,0.0,0.164395
557,6,0,0.0,0.194798
558,6,0,0.0,0.139457
559,6,0,0.0,0.193481
560,6,0,0.0,0.174311
561,6,0,0.0,0.176133
562,6,0,0.0,0.203156
563,6,0,0.0,0.186789
564,6,0,0.0,0.160997
565,6,0,0.0,0.180976
566,6,0,0.0,0.163551
567,6,0,0.0,0.196677
568,6,0,0.0,0.156136
569,6,0,0.0,0.13414
570,6,0,0.0,0.211841
571,6,0,0.0,0.148961
572,6,0,0.0,0.197788
573,6,0,0.0,0.152945
574,6,0,0.0,0.162698
575,6,0,0.0,0.170009
576,6,0,0.0,0.171033
577,6,0,0.0,0.138998
578,6,0,0.0,0.122917
579,6,0,0.0,0.135413
580,6,0,0.0,0.230737
581,6,0,0.0,0.15502
582,6,0,0.0,0.152391
583,6,0,0.0,0.154886
584,6,0,0.0,0.199132
585,6,0,0.0,0.203876
586,6,0,0.0,0.145932
587,6,0,0.0,0.166785
588,6,0,0.0,0.153024
589,6,0,0.0,0.167389
590,6,0,0.0,0.124885
591,6,0,0.0,0.147765
592,6,0,0.0,0.196035
593,6,0,0.0,0.179854
594,6,0,0.0,0.182709
595,6,0,0.0,0.158951
596,6,0,0.0,0.179304
597,6,0,0.0,0.140581
598,6,0,0.0,0.168652
599,6,0,0.0,0.138422
600,6,0,0.0,0.158226
601,6,0,0.0,0.183627
602,6,0,0.0,0.15569
603,6,0,0.0,0.149903
604,6,0,0.0,0.153141
605,6,0,0.0,0.18473
606,6,0,0.0,0.180208
607,6,0,0.0,0.185813
608,6,0,0.0,0.166947
609,6,0,0.0,0.184191
610,6,0,0.0,0.177532
611,6,0,0.0,0.149067
612,6,0,0.0,0.176118
613,6,0,0.0,0.180706
614,6,0,0.0,0.209642
615,6,0,0.0,0.118442
616,6,0,0.0,0.164019
617,6,0,0.0,0.15916
618,6,0,0.0,0.156417
619,6,0,0.0,0.198753
620,6,0,0.0,0.176467
621,6,0,0.0,0.161454
622,6,0,0.0,0.153088
623,6,0,0.0,0.126443
624,6,0,0.0,0.15954
625,6,0,0.0,0.146061
626,6,0,0.0,0.174248
627,6,0,0.0,0.146894
628,6,0,0.0,0.149472
629,6,0,0.0,0.191262
630,6,0,0.0,0.196355
631,6,0,0.0,0.199069
632,6,0,0.0,0.220308
633,6,0,0.0,0.18911
634,6,0,0.0,0.171642
635,6,0,0.0,0.163951
636,6,0,0.0,0.209019
637,6,0,0.0,0.20798
638,6,0,0.0,0.182826
639,6,0,0.0,0.160519
640,6,0,0.0,0.150885
641,6,0,0.0,0.168059
642,6,0,0.0,0.157347
643,6,0,0.0,0.133364
644,6,0,0.0,0.174901
645,6,0,0.0,0.147118
646,6,0,0.0,0.157276
647,6,0,0.0,0.142179
648,6,0,0.0,0.228393
649,6,0,0.0,0.179166
650,6,0,0.0,0.149571
651,6,0,0.0,0.122523
652,6,0,0.0,0.158534
653,6,0,0.0,0.136197
654,6,0,0.0,0.158276
655,6,0,0.0,0.137422
656,6,0,0.0,0.18175
657,6,0,0.0,0.217106
658,6,0,0.0,0.160069
659,6,0,0.0,0.133332
660,6,0,0.0,0.134592
661,6,0,0.0,0.189049
662,6,0,0.0,0.206106
663,6,0,0.0,0.180888
664,6,0,0.0,0.185017
665,6,0,0.0,0.106407
666,6,0,0.0,0.151532
667,6,0,0.0,0.208237
668,6,0,0.0,0.177716
669,6,0,0.0,0.153463
670,6,0,0.0,0.149957
671,6,0,0.0,0.159802
672,6,0,0.0,0.170268
673,6,0,0.0,0.198545
674,6,0,0.0,0.199991
675,6,0,0.0,0.178282
676,6,0,0.0,0.143899
677,6,0,0.0,0.1687
678,6,0,0.0,0.172582
679,6,0,0.0,0.176147
680,6,0,0.0,0.171914
681,6,0,0.0,0.126151
682,6,0,0.0,0.150789
683,6,0,0.0,0.188989
684,6,0,0.0,0.169415
685,6,0,0.0,0.188147
686,6,0,0.0,0.169089
687,6,0,0.0,0.156357
688,6,0,0.0,0.165851
689,6,0,0.0,0.176867
690,6,0,0.0,0.165038
691,6,0,0.0,0.151451
692,6,0,0.0,0.167504
693,6,0,0.0,0.141211
694,6,0,0.0,0.180278
695,6,0,0.0,0.14501
696,6,0,0.0,0.132366
697,6,0,0.0,0.135652
698,6,0,0.0,0.164086
699,6,0,0.0,0.147222
700,6,0,0.0,0.165456
701,6,0,0.0,0.17204
702,6,0,0.0,0.190838
703,6,0,0.0,0.154008
704,6,0,0.0,0.172976
705,6,0,0.0,0.15883
706,6,0,0.0,0.21646
707,6,0,0.0,0.11629
708,6,0,0.0,0.138692
709,6,0,0.0,0.183268
710,6,0,0.0,0.141866
711,6,0,0.0,0.129104
712,6,0,0.0,0.141835
713,6,0,0.0,0.150109
714,6,0,0.0,0.150079
715,6,0,0.0,0.182697
716,6,0,0.0,0.164955
717,6,0,0.0,0.164312
718,6,0,0.0,0.197123
719,6,0,0.0,0.171186
720,6,0,0.0,0.191334
721,6,0,0.0,0.19859
722,6,0,0.0,0.151629
723,6,0,0.0,0.152684
724,6,0,0.0,0.171872
725,6,0,0.0,0.153683
726,6,0,0.0,0.16546
727,6,0,0.0,0.128602
728,6,0,0.0,0.17038
729,6,0,0.0,0.110406
730,6,0,0.0,0.159586
731,6,0,0.0,0.183211
732,6,0,0.0,0.158543
733,6,0,0.0,0.158709
734,6,0,0.0,0.189472
735,6,0,0.0,0.123323
736,6,0,0.0,0.164606
737,6,0,0.0,0.207408
738,6,0,0.0,0.14072
739,6,0,0.0,0.150223
740,6,0,0.0,0.154873
741,6,0,0.0,0.176071
742,6,0,0.0,0.158087
743,6,0,0.0,0.1861
744,6,0,0.0,0.170544
745,6,0,0.0,0.168925
746,6,0,0.0,0.184978
747,6,0,0.0,0.10212
748,6,0,0.0,0.169291
749,6,0,0.0,0.199241
750,6,0,0.0,0.17174
751,6,0,0.0,0.220386
752,6,0,0.0,0.145633
753,6,0,0.0,0.185421
754,6,0,0.0,0.183844
755,6,0,0.0,0.149085
756,6,0,0.0,0.178592
757,6,0,0.0,0.16468
758,6,0,0.0,0.178042
759,6,0,0.0,0.155681
760,6,0,0.0,0.146678
761,6,0,0.0,0.161014
762,6,0,0.0,0.196894
763,6,0,0.0,0.165149
764,6,0,0.0,0.169526
765,6,0,0.0,0.180281
766,6,0,0.0,0.18165
767,6,0,0.0,0.191724
768,6,0,0.0,0.200743
769,6,0,0.0,0.18274
770,6,0,0.0,0.155292
771,6,0,0.0,0.178287
772,6,0,0.0,0.182621
773,6,0,0.0,0.146406
774,6,0,0.0,0.225119
775,6,0,0.0,0.211544
776,6,0,0.0,0.176899
777,6,0,0.0,0.177784
778,6,0,0.0,0.169068
779,6,0,0.0,0.15486
780,6,0,0.0,0.17775
781,6,0,0.0,0.151909
782,6,0,0.0,0.193619
783,6,0,0.0,0.180845
784,6,0,0.0,0.166998
785,6,0,0.0,0.157599
786,6,0,0.0,0.132732
787,6,0,0.0,0.16995
788,6,0,0.0,0.21209
789,6,0,0.0,0.202134
790,6,0,0.0,0.179376
791,6,0,0.0,0.167173
792,6,0,0.0,0.168949
793,6,0,0.0,0.176868
794,6,0,0.0,0.164923
795,6,0,0.0,0.186869
796,6,0,0.0,0.180274
797,6,0,0.0,0.168255
798,6,0,0.0,0.198126
799,6,0,0.0,0.149532
800,6,0,0.0,0.157365
801,6,0,0.0,0.183243
802,6,0,0.0,0.130974
803,6,0,0.0,0.169335
804,6,0,0.0,0.149764
805,6,0,0.0,0.159403
806,6,0,0.0,0.145139
807,6,0,0.0,0.200372
808,6,0,0.0,0.223545
809,6,0,0.0,0.18008
810,6,0,0.0,0.184474
811,6,0,0.0,0.176804
812,6,0,0.0,0.157451
813,6,0,0.0,0.185364
814,6,0,0.0,0.149167
815,6,0,0.0,0.195674
816,6,0,0.0,0.143543
817,6,0,0.0,0.188145
818,6,0,0.0,0.149399
819,6,0,0.0,0.143471
820,6,0,0.0,0.169736
821,6,0,0.0,0.158926
822,6,0,0.0,0.151401
823,6,0,0.0,0.163065
824,6,0,0.0,0.149403
825,6,0,0.0,0.155926
826,6,0,0.0,0.143511
827,6,0,0.0,0.121458
828,6,0,0.0,0.192433
829,6,0,0.0,0.152362
830,6,0,0.0,0.182187
831,6,0,0.0,0.137954
832,6,0,0.0,0.186117
833,6,0,0.0,0.165687
834,6,0,0.0,0.193719
835,6,0,0.0,0.174709
836,6,0,0.0,0.141323
837,6,0,0.0,0.163696
838,6,0,0.0,0.136442
839,6,0,0.0,0.158035
840,6,0,0.0,0.184843
841,6,0,0.0,0.153642
842,6,0,0.0,0.179541
843,6,0,0.0,0.161945
844,6,0,0.0,0.153335
845,6,0,0.0,0.1394
846,6,0,0.0,0.16581
847,6,0,0.0,0.186697
848,6,0,0.0,0.220801
849,6,0,0.0,0.189088
850,6,0,0.0,0.195693
851,6,0,0.0,0.158114
852,6,0,0.0,0.163101
853,6,0,0.0,0.187845
854,6,0,0.0,0.179143
855,6,0,0.0,0.16274
856,6,0,0.0,0.169509
857,6,0,0.0,0.156809
858,6,0,0.0,0.19157
859,6,0,0.0,0.167753
860,6,0,0.0,0.189131
861,6,0,0.0,0.22226
862,6,0,0.0,0.166414
863,6,0,0.0,0.225476
864,6,0,0.0,0.169847
865,6,0,0.0,0.180045
866,6,0,0.0,0.1667
867,6,0,0.0,0.159173
868,6,0,0.0,0.145965
869,6,0,0.0,0.178543
870,6,0,0.0,0.209468
871,6,0,0.0,0.135626
872,6,0,0.0,0.188869
873,6,0,0.0,0.181513
874,6,0,0.0,0.153529
875,6,0,0.0,0.180055
876,6,0,0.0,0.158054
877,6,0,0.0,0.172446
878,6,0,0.0,0.158652
879,6,0,0.0,0.150104
880,6,0,0.0,0.164522
881,6,0,0.0,0.191957
882,6,0,0.0,0.183337
883,6,0,0.0,0.183885
884,6,0,0.0,0.169005
885,6,0,0.0,0.225445
886,6,0,0.0,0.179406
887,6,0,0.0,0.165911
888,6,0,0.0,0.152029
889,6,0,0.0,0.172575
890,6,0,0.0,0.151185
891,6,0,0.0,0.185107
892,6,0,0.0,0.129119
893,6,0,0.0,0.161883
894,6,0,0.0,0.126292
895,6,0,0.0,0.189588
896,6,0,0.0,0.173935
897,6,0,0.0,0.158376
898,6,0,0.0,0.188899
899,6,0,0.0,0.173262
900,6,0,0.0,0.171049
901,6,0,0.0,0.193533
902,6,0,0.0,0.126395
903,6,0,0.0,0.145753
904,6,0,0.0,0.14791
905,6,0,0.0,0.171417
906,6,0,0.0,0.125488
907,6,0,0.0,0.198169
908,6,0,0.0,0.206413
909,6,0,0.0,0.143089
910,6,0,0.0,0.201072
911,6,0,0.0,0.172972
912,6,0,0.0,0.194844
913,6,0,0.0,0.148129
914,6,0,0.0,0.141935
915,6,0,0.0,0.159608
916,6,0,0.0,0.161705
917,6,0,0.0,0.163556
918,6,0,0.0,0.205935
919,6,0,0.0,0.196575
920,6,0,0.0,0.174272
921,6,0,0.0,0.184364
922,6,0,0.0,0.202912
923,6,0,0.0,0.183589
924,6,0,0.0,0.213106
925,6,0,0.0,0.160387
926,6,0,0.0,0.226463
927,6,0,0.0,0.168562
