dialog_index,queries,hits,hit_rate,avg_max_sim
928,6,0,0.0,0.171343
929,6,0,0.0,0.17961
930,6,0,0.0,0.164816
931,6,0,0.0,0.207418
932,6,0,0.0,0.142234
933,6,0,0.0,0.150142
934,6,0,0.0,0.163399
935,6,0,0.0,0.141982
936,6,0,0.0,0.160265
937,6,0,0.0,0.216835
938,6,0,0.0,0.173548
939,6,0,0.0,0.178021
940,6,0,0.0,0.135583
941,6,0,0.0,0.187169
942,6,0,0.0,0.212594
943,6,0,0.0,0.151971
944,6,0,0.0,0.172949
945,6,0,0.0,0.119945
946,6,0,0.0,0.140547
947,6,0,0.0,0.14493
948,6,0,0.0,0.180609
949,6,0,0.0,0.189557
950,6,0,0.0,0.212928
951,6,0,0.0,0.166437
952,6,0,0.0,0.17973
953,6,0,0.0,0.174485
954,6,0,0.0,0.194231
955,6,0,0.0,0.183694
956,6,0,0.0,0.12729
957,6,0,0.0,0.164719
958,6,0,0.0,0.179755
959,6,0,0.0,0.191975
960,6,0,0.0,0.135896
961,6,0,0.0,0.200799
962,6,0,0.0,0.187274
963,6,0,0.0,0.154392
964,6,0,0.0,0.155461
965,6,0,0.0,0.174981
966,6,0,0.0,0.12281
967,6,0,0.0,0.1888
968,6,0,0.0,0.153016
969,6,0,0.0,0.188356
970,6,0,0.0,0.142874
971,6,0,0.0,0.189944
972,6,0,0.0,0.170454
973,6,0,0.0,0.174399
974,6,0,0.0,0.240165
975,6,0,0.0,0.156329
976,6,0,0.0,0.166408
977,6,0,0.0,0.168566
978,6,0,0.0,0.193731
979,6,0,0.0,0.152022
980,6,0,0.0,0.155608
981,6,0,0.0,0.151096
982,6,0,0.0,0.181516
983,6,0,0.0,0.208198
984,6,0,0.0,0.208562
985,6,0,0.0,0.168034
986,6,0,0.0,0.14486
987,6,0,0.0,0.146487
988,6,0,0.0,0.154354
989,6,0,0.0,0.168114
990,6,0,0.0,0.14821
991,6,0,0.0,0.188667
992,6,0,0.0,0.160815
993,6,0,0.0,0.146547
994,6,0,0.0,0.193687
995,6,0,0.0,0.180477
996,6,0,0.0,0.23051
997,6,0,0.0,0.137602
998,6,0,0.0,0.161149
999,6,0,0.0,0.186472
1000,6,0,0.0,0.194859
1001,6,0,0.0,0.161329
1002,6,0,0.0,0.149883
1003,6,0,0.0,0.144697
1004,6,0,0.0,0.237212
1005,6,0,0.0,0.153893
1006,6,0,0.0,0.157167
1007,6,0,0.0,0.183646
1008,6,0,0.0,0.162004
1009,6,0,0.0,0.232237
1010,6,0,0.0,0.132375
1011,6,0,0.0,0.15144
1012,6,0,0.0,0.154807
1013,6,0,0.0,0.167698
1014,6,0,0.0,0.182513
1015,6,0,0.0,0.242838
1016,6,0,0.0,0.206208
1017,6,0,0.0,0.14416
1018,6,0,0.0,0.158878
1019,6,0,0.0,0.17482
1020,6,0,0.0,0.153135
1021,6,0,0.0,0.186853
1022,6,0,0.0,0.186536
1023,6,0,0.0,0.142769
1024,6,0,0.0,0.155716
1025,6,0,0.0,0.181749
1026,6,0,0.0,0.194703
1027,6,0,0.0,0.127827
1028,6,0,0.0,0.143269
1029,6,0,0.0,0.17043
1030,6,0,0.0,0.167562
1031,6,0,0.0,0.181811
1032,6,0,0.0,0.197993
1033,6,0,0.0,0.161847
1034,6,0,0.0,0.149251
1035,6,0,0.0,0.182063
1036,6,0,0.0,0.153474
1037,6,0,0.0,0.167637
1038,6,0,0.0,0.191392
1039,6,0,0.0,0.160129
1040,6,0,0.0,0.196349
1041,6,0,0.0,0.160666
1042,6,0,0.0,0.181446
1043,6,0,0.0,0.172474
1044,6,0,0.0,0.199144
1045,6,0,0.0,0.220406
1046,6,0,0.0,0.158991
1047,6,0,0.0,0.181562
1048,6,0,0.0,0.142303
1049,6,0,0.0,0.176709
1050,6,0,0.0,0.141249
1051,6,0,0.0,0.180588
1052,6,0,0.0,0.175717
1053,6,0,0.0,0.154085
1054,6,0,0.0,0.156693
1055,6,0,0.0,0.165249
1056,6,0,0.0,0.158226
1057,6,0,0.0,0.154248
1058,6,0,0.0,0.138422
1059,6,0,0.0,0.19574
1060,6,0,0.0,0.174639
1061,6,0,0.0,0.17863
1062,6,0,0.0,0.151425
1063,6,0,0.0,0.17622
1064,6,0,0.0,0.137961
1065,6,0,0.0,0.206133
1066,6,0,0.0,0.137377
1067,6,0,0.0,0.172583
1068,6,0,0.0,0.163462
1069,6,0,0.0,0.198142
1070,6,0,0.0,0.181415
1071,6,0,0.0,0.142939
1072,6,0,0.0,0.17119
1073,6,0,0.0,0.151957
1074,6,0,0.0,0.190524
1075,6,0,0.0,0.197312
1076,6,0,0.0,0.167052
1077,6,0,0.0,0.130736
1078,6,0,0.0,0.131226
1079,6,0,0.0,0.195425
1080,6,0,0.0,0.169854
1081,6,0,0.0,0.147608
1082,6,0,0.0,0.14241
1083,6,0,0.0,0.178535
1084,6,0,0.0,0.183588
1085,6,0,0.0,0.159455
1086,6,0,0.0,0.1554
1087,6,0,0.0,0.164693
1088,6,0,0.0,0.172582
1089,6,0,0.0,0.205956
1090,6,0,0.0,0.123465
1091,6,0,0.0,0.184361
1092,6,0,0.0,0.191954
1093,6,0,0.0,0.155285
1094,6,0,0.0,0.225142
1095,6,0,0.0,0.167384
1096,6,0,0.0,0.165686
1097,6,0,0.0,0.209109
1098,6,0,0.0,0.178368
1099,6,0,0.0,0.200907
1100,6,0,0.0,0.161886
1101,6,0,0.0,0.165281
1102,6,0,0.0,0.166674
1103,6,0,0.0,0.162177
1104,6,0,0.0,0.18438
1105,6,0,0.0,0.194172
1106,6,0,0.0,0.148253
1107,6,0,0.0,0.201671
1108,6,0,0.0,0.187719
1109,6,0,0.0,0.167017
1110,6,0,0.0,0.199789
1111,6,0,0.0,0.180675
1112,6,0,0.0,0.181055
1113,6,0,0.0,0.19868
1114,6,0,0.0,0.16784
1115,6,0,0.0,0.17071
1116,6,0,0.0,0.180623
1117,6,0,0.0,0.16747
1118,6,0,0.0,0.175256
1119,6,0,0.0,0.161685
1120,6,0,0.0,0.205106
1121,6,0,0.0,0.171615
1122,6,0,0.0,0.173462
1123,6,0,0.0,0.158564
1124,6,0,0.0,0.171056
1125,6,0,0.0,0.162347
1126,6,0,0.0,0.170166
1127,6,0,0.0,0.174899
1128,6,0,0.0,0.183185
1129,6,0,0.0,0.131506
1130,6,0,0.0,0.133008
1131,6,0,0.0,0.140213
1132,6,0,0.0,0.175262
1133,6,0,0.0,0.225066
1134,6,0,0.0,0.178456
1135,6,0,0.0,0.170554
1136,6,0,0.0,0.164121
1137,6,0,0.0,0.190657
1138,6,0,0.0,0.159428
1139,6,0,0.0,0.213212
1140,6,0,0.0,0.135084
1141,6,0,0.0,0.171139
1142,6,0,0.0,0.172818
1143,6,0,0.0,0.142699
1144,6,0,0.0,0.158396
1145,6,0,0.0,0.181315
1146,6,0,0.0,0.175141
1147,6,0,0.0,0.137484
1148,6,0,0.0,0.169577
1149,6,0,0.0,0.226497
1150,6,0,0.0,0.149459
1151,6,0,0.0,0.182589
1152,6,0,0.0,0.139436
1153,6,0,0.0,0.148548
1154,6,0,0.0,0.195531
1155,6,0,0.0,0.179985
1156,6,0,0.0,0.158146
1157,6,0,0.0,0.149822
1158,6,0,0.0,0.170936
1159,6,0,0.0,0.164841
1160,6,0,0.0,0.151395
1161,6,0,0.0,0.181288
1162,6,0,0.0,0.150082
1163,6,0,0.0,0.163952
1164,6,0,0.0,0.164322
1165,6,0,0.0,0.162634
1166,6,0,0.0,0.184335
1167,6,0,0.0,0.187632
1168,6,0,0.0,0.180976
1169,6,0,0.0,0.179565
1170,6,0,0.0,0.122064
1171,6,0,0.0,0.151637
1172,6,0,0.0,0.196816
1173,6,0,0.0,0.109343
1174,6,0,0.0,0.17987
1175,6,0,0.0,0.188286
1176,6,0,0.0,0.186972
1177,6,0,0.0,0.128984
1178,6,0,0.0,0.14747
1179,6,0,0.0,0.141376
1180,6,0,0.0,0.193819
1181,6,0,0.0,0.182117
1182,6,0,0.0,0.18907
1183,6,0,0.0,0.158119
1184,6,0,0.0,0.19017
1185,6,0,0.0,0.199242
1186,6,0,0.0,0.152604
1187,6,0,0.0,0.209429
1188,6,0,0.0,0.196787
1189,6,0,0.0,0.26576
1190,6,0,0.0,0.162952
1191,6,0,0.0,0.210803
1192,6,0,0.0,0.191099
1193,6,0,0.0,0.13377
1194,6,0,0.0,0.156391
1195,6,0,0.0,0.138232
1196,6,0,0.0,0.128471
1197,6,0,0.0,0.165344
1198,6,0,0.0,0.189963
1199,6,0,0.0,0.165803
1200,6,0,0.0,0.207284
1201,6,0,0.0,0.085848
1202,6,0,0.0,0.237312
1203,6,0,0.0,0.169001
1204,6,0,0.0,0.123076
1205,6,0,0.0,0.168619
1206,6,0,0.0,0.192445
1207,6,0,0.0,0.181725
1208,6,0,0.0,0.153066
1209,6,0,0.0,0.184252
1210,6,0,0.0,0.172389
1211,6,0,0.0,0.17834
1212,6,0,0.0,0.14605
1213,6,0,0.0,0.196603
1214,6,0,0.0,0.183234
1215,6,0,0.0,0.223005
1216,6,0,0.0,0.18431
1217,6,0,0.0,0.175742
1218,6,0,0.0,0.169571
1219,6,0,0.0,0.177674
1220,6,0,0.0,0.216893
1221,6,0,0.0,0.103792
1222,6,0,0.0,0.215157
1223,6,0,0.0,0.186594
1224,6,0,0.0,0.157087
1225,6,0,0.0,0.165813
1226,6,0,0.0,0.169607
1227,6,0,0.0,0.125405
1228,6,0,0.0,0.161848
1229,6,0,0.0,0.167667
1230,6,0,0.0,0.175107
1231,6,0,0.0,0.142643
1232,6,0,0.0,0.247281
1233,6,0,0.0,0.201613
1234,6,0,0.0,0.183573
1235,6,0,0.0,0.124819
1236,6,0,0.0,0.180075
1237,6,0,0.0,0.189892
1238,6,0,0.0,0.188328
1239,6,0,0.0,0.223384
1240,6,0,0.0,0.166753
1241,6,0,0.0,0.146592
1242,6,0,0.0,0.202123
1243,6,0,0.0,0.195403
1244,6,0,0.0,0.173091
1245,6,0,0.0,0.180502
1246,6,0,0.0,0.161518
1247,6,0,0.0,0.184188
1248,6,0,0.0,0.168614
1249,6,0,0.0,0.178547
1250,6,0,0.0,0.130831
1251,6,0,0.0,0.136926
1252,6,0,0.0,0.183999
1253,6,0,0.0,0.153143
1254,6,0,0.0,0.164144
1255,6,0,0.0,0.144966
1256,6,0,0.0,0.158789
1257,6,0,0.0,0.132561
1258,6,0,0.0,0.189876
1259,6,0,0.0,0.230979
1260,6,0,0.0,0.202975
1261,6,0,0.0,0.234753
1262,6,0,0.0,0.191851
1263,6,0,0.0,0.150396
1264,6,0,0.0,0.157398
1265,6,0,0.0,0.190962
1266,6,0,0.0,0.132039
1267,6,0,0.0,0.149498
1268,6,0,0.0,0.209367
1269,6,0,0.0,0.155687
1270,6,0,0.0,0.18123
1271,6,0,0.0,0.187463
1272,6,0,0.0,0.177672
1273,6,0,0.0,0.227507
1274,6,0,0.0,0.150993
1275,6,0,0.0,0.220361
1276,6,0,0.0,0.189681
1277,6,0,0.0,0.199592
1278,6,0,0.0,0.133147
1279,6,0,0.0,0.175406
1280,6,0,0.0,0.154326
1281,6,0,0.0,0.209434
1282,6,0,0.0,0.182179
1283,6,0,0.0,0.147556
1284,6,0,0.0,0.179953
1285,6,0,0.0,0.23792
1286,6,0,0.0,0.143584
1287,6,0,0.0,0.151796
1288,6,0,0.0,0.114706
1289,6,0,0.0,0.165618
1290,6,0,0.0,0.17618
1291,6,0,0.0,0.131236
1292,6,0,0.0,0.18635
1293,6,0,0.0,0.161764
1294,6,0,0.0,0.168066
1295,6,0,0.0,0.17152
1296,6,0,0.0,0.16476
1297,6,0,0.0,0.186189
1298,6,0,0.0,0.141426
1299,6,0,0.0,0.163298
1300,6,0,0.0,0.190922
1301,6,0,0.0,0.135412
1302,6,0,0.0,0.241805
1303,6,0,0.0,0.221485
1304,6,0,0.0,0.156226
1305,6,0,0.0,0.171289
1306,6,0,0.0,0.139282
1307,6,0,0.0,0.151478
1308,6,0,0.0,0.159479
1309,6,0,0.0,0.190584
1310,6,0,0.0,0.169726
1311,6,0,0.0,0.179954
1312,6,0,0.0,0.132748
1313,6,0,0.0,0.167157
1314,6,0,0.0,0.142275
1315,6,0,0.0,0.130079
1316,6,0,0.0,0.177597
1317,6,0,0.0,0.170468
1318,6,0,0.0,0.178493
1319,6,0,0.0,0.195188
1320,6,0,0.0,0.159565
1321,6,0,0.0,0.168376
1322,6,0,0.0,0.167941
1323,6,0,0.0,0.144293
1324,6,0,0.0,0.131896
1325,6,0,0.0,0.172645
1326,6,0,0.0,0.17383
1327,6,0,0.0,0.180101
1328,6,0,0.0,0.140624
1329,6,0,0.0,0.179236
1330,6,0,0.0,0.141112
1331,6,0,0.0,0.20357
1332,6,0,0.0,0.16727
1333,6,0,0.0,0.142271
1334,6,0,0.0,0.153623
1335,6,0,0.0,0.162814
1336,6,0,0.0,0.139855
1337,6,0,0.0,0.194469
1338,6,0,0.0,0.162043
1339,6,0,0.0,0.155284
1340,6,0,0.0,0.157534
1341,6,0,0.0,0.135831
1342,6,0,0.0,0.160102
1343,6,0,0.0,0.166498
1344,6,0,0.0,0.171502
1345,6,0,0.0,0.132849
1346,6,0,0.0,0.184977
1347,6,0,0.0,0.139723
1348,6,0,0.0,0.179044
1349,6,0,0.0,0.130991
1350,6,0,0.0,0.154085
1351,6,0,0.0,0.122892
1352,6,0,0.0,0.1924
1353,6,0,0.0,0.171363
1354,6,0,0.0,0.15041
1355,6,0,0.0,0.161145
1356,6,0,0.0,0.177486
1357,6,0,0.0,0.189184
1358,6,0,0.0,0.188651
1359,6,0,0.0,0.169351
1360,6,0,0.0,0.159221
1361,6,0,0.0,0.15016
1362,6,0,0.0,0.137107
1363,6,0,0.0,0.23698
1364,6,0,0.0,0.177505
1365,6,0,0.0,0.102708
1366,6,0,0.0,0.174608
1367,6,0,0.0,0.267814
1368,6,0,0.0,0.167253
1369,6,0,0.0,0.175018
1370,6,0,0.0,0.200442
1371,6,0,0.0,0.133395
1372,6,0,0.0,0.208518
1373,6,0,0.0,0.163973
1374,6,0,0.0,0.162105
1375,6,0,0.0,0.126327
1376,6,0,0.0,0.131742
1377,6,0,0.0,0.125984
1378,6,0,0.0,0.167898
1379,6,0,0.0,0.123376
1380,6,0,0.0,0.172316
1381,6,0,0.0,0.178746
1382,6,0,0.0,0.166969
1383,6,0,0.0,0.170601
1384,6,0,0.0,0.192645
1385,6,0,0.0,0.120759
1386,6,0,0.0,0.122584
1387,6,0,0.0,0.156544
1388,6,0,0.0,0.129113
1389,6,0,0.0,0.182766
1390,6,0,0.0,0.144884
1391,6,0,0.0,0.122028
1392,6,0,0.0,0.147412
1393,6,0,0.0,0.129664
1394,6,0,0.0,0.151562
1395,6,0,0.0,0.133315
1396,6,0,0.0,0.156962
1397,6,0,0.0,0.189161
1398,6,0,0.0,0.203461
1399,6,0,0.0,0.177983
1400,6,0,0.0,0.140766
1401,6,0,0.0,0.133329
1402,6,0,0.0,0.133723
1403,6,0,0.0,0.13904
1404,6,0,0.0,0.135101
1405,6,0,0.0,0.15418
1406,6,0,0.0,0.176793
1407,6,0,0.0,0.147214
1408,6,0,0.0,0.185559
1409,6,0,0.0,0.16048
1410,6,0,0.0,0.151234
1411,6,0,0.0,0.164932
1412,6,0,0.0,0.156897
1413,6,0,0.0,0.194331
1414,6,0,0.0,0.11582
1415,6,0,0.0,0.184531
1416,6,0,0.0,0.1788
1417,6,0,0.0,0.220754
1418,6,0,0.0,0.135861
1419,6,0,0.0,0.164739
1420,6,0,0.0,0.172452
1421,6,0,0.0,0.173743
1422,6,0,0.0,0.139325
1423,6,0,0.0,0.169193
1424,6,0,0.0,0.161348
1425,6,0,0.0,0.173041
1426,6,0,0.0,0.150141
1427,6,0,0.0,0.180668
1428,6,0,0.0,0.156546
1429,6,0,0.0,0.118873
1430,6,0,0.0,0.171608
1431,6,0,0.0,0.20973
1432,6,0,0.0,0.150905
1433,6,0,0.0,0.167381
1434,6,0,0.0,0.201403
1435,6,0,0.0,0.199698
1436,6,0,0.0,0.213682
1437,6,0,0.0,0.196449
1438,6,0,0.0,0.135498
1439,6,0,0.0,0.132837
1440,6,0,0.0,0.181551
1441,6,0,0.0,0.100219
1442,6,0,0.0,0.159501
1443,6,0,0.0,0.21123
1444,6,0,0.0,0.215817
1445,6,0,0.0,0.169917
1446,6,0,0.0,0.174607
1447,6,0,0.0,0.18215
1448,6,0,0.0,0.130112
1449,6,0,0.0,0.160361
1450,6,0,0.0,0.210874
1451,6,0,0.0,0.157117
1452,6,0,0.0,0.162851
1453,6,0,0.0,0.158127
1454,6,0,0.0,0.201141
1455,6,0,0.0,0.186573
1456,6,0,0.0,0.167465
1457,6,0,0.0,0.127331
1458,6,0,0.0,0.197776
1459,6,0,0.0,0.182599
1460,6,0,0.0,0.179443
1461,6,0,0.0,0.13153
1462,6,0,0.0,0.137965
1463,6,0,0.0,0.178379
1464,6,0,0.0,0.132409
1465,6,0,0.0,0.203026
1466,6,0,0.0,0.20141
1467,6,0,0.0,0.182973
1468,6,0,0.0,0.164422
1469,6,0,0.0,0.149414
1470,6,0,0.0,0.180915
1471,6,0,0.0,0.178292
1472,6,0,0.0,0.073768
1473,6,0,0.0,0.158815
1474,6,0,0.0,0.173505
1475,6,0,0.0,0.159707
1476,6,0,0.0,0.189679
1477,6,0,0.0,0.155533
1478,6,0,0.0,0.180318
1479,6,0,0.0,0.135608
1480,6,0,0.0,0.173183
1481,6,0,0.0,0.183885
1482,6,0,0.0,0.179476
1483,6,0,0.0,0.160042
1484,6,0,0.0,0.20608
1485,6,0,0.0,0.161852
1486,6,0,0.0,0.14731
1487,6,0,0.0,0.154159
1488,6,0,0.0,0.165374
1489,6,0,0.0,0.188858
1490,6,0,0.0,0.186268
1491,6,0,0.0,0.161823
1492,6,0,0.0,0.172916
1493,6,0,0.0,0.185925
1494,6,0,0.0,0.192164
1495,6,0,0.0,0.133326
1496,6,0,0.0,0.149391
1497,6,0,0.0,0.101752
1498,6,0,0.0,0.126509
1499,6,0,0.0,0.122113
1500,6,0,0.0,0.138721
1501,6,0,0.0,0.177241
1502,6,0,0.0,0.172877
1503,6,0,0.0,0.162631
1504,6,0,0.0,0.19624
1505,6,0,0.0,0.178667
1506,6,0,0.0,0.19683
1507,6,0,0.0,0.161835
1508,6,0,0.0,0.153331
1509,6,0,0.0,0.156054
1510,6,0,0.0,0.186313
1511,6,0,0.0,0.135524
1512,6,0,0.0,0.191408
1513,6,0,0.0,0.19117
1514,6,0,0.0,0.123952
1515,6,0,0.0,0.172858
1516,6,0,0.0,0.248392
1517,6,0,0.0,0.222798
1518,6,0,0.0,0.164407
1519,6,0,0.0,0.137852
1520,6,0,0.0,0.165181
1521,6,0,0.0,0.151898
1522,6,0,0.0,0.177866
1523,6,0,0.0,0.217677
1524,6,0,0.0,0.16832
1525,6,0,0.0,0.203203
1526,6,0,0.0,0.18454
1527,6,0,0.0,0.124894
1528,6,0,0.0,0.24779
1529,6,0,0.0,0.165775
1530,6,0,0.0,0.178001
1531,6,0,0.0,0.183327
1532,6,0,0.0,0.169311
1533,6,0,0.0,0.157222
1534,6,0,0.0,0.225876
1535,6,0,0.0,0.14085
1536,6,0,0.0,0.207477
1537,6,0,0.0,0.214422
1538,6,0,0.0,0.191873
1539,6,0,0.0,0.146715
1540,6,0,0.0,0.200497
1541,6,0,0.0,0.192985
1542,6,0,0.0,0.166387
1543,6,0,0.0,0.188364
1544,6,0,0.0,0.186373
1545,6,0,0.0,0.206005
1546,6,0,0.0,0.185312
1547,6,0,0.0,0.160152
1548,6,0,0.0,0.21673
1549,6,0,0.0,0.157933
1550,6,0,0.0,0.226973
1551,6,0,0.0,0.235485
1552,6,0,0.0,0.172481
1553,6,0,0.0,0.131135
1554,6,0,0.0,0.162558
1555,6,0,0.0,0.189546
1556,6,0,0.0,0.185626
1557,6,0,0.0,0.141643
1558,6,0,0.0,0.169333
1559,6,0,0.0,0.163659
1560,6,0,0.0,0.146071
1561,6,0,0.0,0.210496
1562,6,0,0.0,0.213302
1563,6,0,0.0,0.145721
1564,6,0,0.0,0.116204
1565,6,0,0.0,0.192944
1566,6,0,0.0,0.146643
1567,6,0,0.0,0.189316
1568,6,0,0.0,0.168793
1569,6,0,0.0,0.150006
1570,6,0,0.0,0.147032
1571,6,0,0.0,0.177435
1572,6,0,0.0,0.138515
1573,6,0,0.0,0.165529
1574,6,0,0.0,0.14904
1575,6,0,0.0,0.175093
1576,6,0,0.0,0.149129
1577,6,0,0.0,0.179227
1578,6,0,0.0,0.162613
1579,6,0,0.0,0.195493
1580,6,0,0.0,0.226033
1581,6,0,0.0,0.168005
1582,6,0,0.0,0.223308
1583,6,0,0.0,0.203173
1584,6,0,0.0,0.146876
1585,6,0,0.0,0.143142
1586,6,0,0.0,0.114282
1587,6,0,0.0,0.217516
1588,6,0,0.0,0.167281
1589,6,0,0.0,0.156472
1590,6,0,0.0,0.139077
1591,6,0,0.0,0.181943
1592,6,0,0.0,0.15934
1593,6,0,0.0,0.186195
1594,6,0,0.0,0.204291
1595,6,0,0.0,0.129371
1596,6,0,0.0,0.11414
1597,6,0,0.0,0.142413
1598,6,0,0.0,0.144985
1599,6,0,0.0,0.190189
1600,6,0,0.0,0.162311
1601,6,0,0.0,0.155347
1602,6,0,0.0,0.124796
1603,6,0,0.0,0.188061
1604,6,0,0.0,0.146669
1605,6,0,0.0,0.134573
1606,6,0,0.0,0.132232
1607,6,0,0.0,0.167443
1608,6,0,0.0,0.176064
1609,6,0,0.0,0.164033
1610,6,0,0.0,0.152959
1611,6,0,0.0,0.191464
1612,6,0,0.0,0.22918
1613,6,0,0.0,0.150947
1614,6,0,0.0,0.148985
1615,6,0,0.0,0.140222
1616,6,0,0.0,0.186544
1617,6,0,0.0,0.148459
1618,6,0,0.0,0.180645
1619,6,0,0.0,0.192651
1620,6,0,0.0,0.172402
1621,6,0,0.0,0.1953
1622,6,0,0.0,0.14585
1623,6,0,0.0,0.10621
1624,6,0,0.0,0.175837
1625,6,0,0.0,0.174777
1626,6,0,0.0,0.14629
1627,6,0,0.0,0.134927
1628,6,0,0.0,0.14534
1629,6,0,0.0,0.180023
1630,6,0,0.0,0.144968
1631,6,0,0.0,0.149578
1632,6,0,0.0,0.154756
1633,6,0,0.0,0.224944
1634,6,0,0.0,0.103474
1635,6,0,0.0,0.165748
1636,6,0,0.0,0.195331
1637,6,0,0.0,0.173111
1638,6,0,0.0,0.161229
1639,6,0,0.0,0.151235
1640,6,0,0.0,0.142079
1641,6,0,0.0,0.167068
1642,6,0,0.0,0.156716
1643,6,0,0.0,0.19036
1644,6,0,0.0,0.168561
1645,6,0,0.0,0.193299
1646,6,0,0.0,0.152159
1647,6,0,0.0,0.183457
1648,6,0,0.0,0.15137
1649,6,0,0.0,0.178836
1650,6,0,0.0,0.158234
1651,6,0,0.0,0.21299
1652,6,0,0.0,0.217647
1653,6,0,0.0,0.234706
1654,6,0,0.0,0.157305
1655,6,0,0.0,0.226455
1656,6,0,0.0,0.176438
1657,6,0,0.0,0.151145
1658,6,0,0.0,0.155784
1659,6,0,0.0,0.185037
1660,6,0,0.0,0.161282
1661,6,0,0.0,0.144769
1662,6,0,0.0,0.174846
1663,6,0,0.0,0.229705
1664,6,0,0.0,0.139687
1665,6,0,0.0,0.172776
1666,6,0,0.0,0.129414
1667,6,0,0.0,0.208223
1668,6,0,0.0,0.165456
1669,6,0,0.0,0.12107
1670,6,0,0.0,0.208972
1671,6,0,0.0,0.171367
1672,6,0,0.0,0.155994
1673,6,0,0.0,0.192868
1674,6,0,0.0,0.184559
1675,6,0,0.0,0.174623
1676,6,0,0.0,0.20123
1677,6,0,0.0,0.159131
1678,6,0,0.0,0.179994
1679,6,0,0.0,0.123235
1680,6,0,0.0,0.152438
1681,6,0,0.0,0.157634
1682,6,0,0.0,0.185357
1683,6,0,0.0,0.172344
1684,6,0,0.0,0.193786
1685,6,0,0.0,0.160972
1686,6,0,0.0,0.150523
1687,6,0,0.0,0.160427
1688,6,0,0.0,0.139574
1689,6,0,0.0,0.158527
1690,6,0,0.0,0.15218
1691,6,0,0.0,0.208239
1692,6,0,0.0,0.221202
1693,6,0,0.0,0.151571
1694,6,0,0.0,0.167321
1695,6,0,0.0,0.189537
1696,6,0,0.0,0.144055
1697,6,0,0.0,0.129214
1698,6,0,0.0,0.167357
1699,6,0,0.0,0.210647
1700,6,0,0.0,0.14291
1701,6,0,0.0,0.119464
1702,6,0,0.0,0.132195
1703,6,0,0.0,0.201142
1704,6,0,0.0,0.168428
1705,6,0,0.0,0.194988
1706,6,0,0.0,0.169701
1707,6,0,0.0,0.151814
1708,6,0,0.0,0.207095
1709,6,0,0.0,0.168398
1710,6,0,0.0,0.15898
1711,6,0,0.0,0.202197
1712,6,0,0.0,0.175957
1713,6,0,0.0,0.186603
1714,6,0,0.0,0.199628
1715,6,0,0.0,0.146678
1716,6,0,0.0,0.16126
1717,6,0,0.0,0.247427
1718,6,0,0.0,0.207474
1719,6,0,0.0,0.141572
1720,6,0,0.0,0.173495
1721,6,0,0.0,0.161204
1722,6,0,0.0,0.163471
1723,6,0,0.0,0.152059
1724,6,0,0.0,0.19747
1725,6,0,0.0,0.152416
1726,6,0,0.0,0.188765
1727,6,0,0.0,0.225753
1728,6,0,0.0,0.163505
1729,6,0,0.0,0.164094
1730,6,0,0.0,0.20434
1731,6,0,0.0,0.146692
1732,6,0,0.0,0.16922
1733,6,0,0.0,0.19571
1734,6,0,0.0,0.205062
1735,6,0,0.0,0.198123
1736,6,0,0.0,0.184064
1737,6,0,0.0,0.162199
1738,6,0,0.0,0.159654
1739,6,0,0.0,0.189773
1740,6,0,0.0,0.204029
1741,6,0,0.0,0.158913
1742,6,0,0.0,0.170065
1743,6,0,0.0,0.170975
1744,6,0,0.0,0.219257
1745,6,0,0.0,0.159396
1746,6,0,0.0,0.153531
1747,6,0,0.0,0.126928
1748,6,0,0.0,0.187409
1749,6,0,0.0,0.124778
1750,6,0,0.0,0.175394
1751,6,0,0.0,0.154835
1752,6,0,0.0,0.195855
1753,6,0,0.0,0.214855
1754,6,0,0.0,0.190432
1755,6,0,0.0,0.131983
1756,6,0,0.0,0.120827
1757,6,0,0.0,0.149619
1758,6,0,0.0,0.177232
1759,6,0,0.0,0.221952
1760,6,0,0.0,0.156047
1761,6,0,0.0,0.181105
1762,6,0,0.0,0.169107
1763,6,0,0.0,0.169719
1764,6,0,0.0,0.181189
1765,6,0,0.0,0.179034
1766,6,0,0.0,0.181058
1767,6,0,0.0,0.196833
1768,6,0,0.0,0.196992
1769,6,0,0.0,0.176495
1770,6,0,0.0,0.184852
1771,6,0,0.0,0.135089
1772,6,0,0.0,0.210593
1773,6,0,0.0,0.195322
1774,6,0,0.0,0.155444
1775,6,0,0.0,0.194644
1776,6,0,0.0,0.154346
1777,6,0,0.0,0.169744
1778,6,0,0.0,0.161689
1779,6,0,0.0,0.185384
1780,6,0,0.0,0.18828
1781,6,0,0.0,0.171618
1782,6,0,0.0,0.159561
1783,6,0,0.0,0.14731
1784,6,0,0.0,0.163987
1785,6,0,0.0,0.133865
1786,6,0,0.0,0.14701
1787,6,0,0.0,0.144046
1788,6,0,0.0,0.112219
1789,6,0,0.0,0.204903
1790,6,0,0.0,0.141775
1791,6,0,0.0,0.222802
1792,6,0,0.0,0.176599
1793,6,0,0.0,0.155182
1794,6,0,0.0,0.176375
1795,6,0,0.0,0.15569
1796,6,0,0.0,0.158818
1797,6,0,0.0,0.148604
1798,6,0,0.0,0.206999
1799,6,0,0.0,0.169545
1800,6,0,0.0,0.209057
1801,6,0,0.0,0.185671
1802,6,0,0.0,0.177393
1803,6,0,0.0,0.188331
1804,6,0,0.0,0.173251
